candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer,r5_active_percent,r5_count,r5_transfer,r6_active_percent,r6_count,r6_transfer
Jake McGoldrick,41.043,11815.0,17.0,41.126,11832.0,252.0,42.287,12084.0,220.0,43.495,12304.0,572.0,46.745,12876.0,1135.0,54.013,14011.0,
Rose Tsui,5.541,1595.0,17.0,5.603,1612.0,115.0,6.044,1727.0,-1727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lillian Sing,31.226,8989.0,24.0,31.328,9013.0,296.0,32.576,9309.0,727.0,35.478,10036.0,571.0,38.508,10607.0,1322.0,45.987,11929.0,
David Heller,6.989,2012.0,26.0,7.084,2038.0,259.0,8.038,2297.0,234.0,8.947,2531.0,-2531.0,0.0,0.0,0.0,0.0,0.0,
Leanna Dawydiak,4.794,1380.0,17.0,4.856,1397.0,-1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Matt Tuchow,9.949,2864.0,14.0,10.003,2878.0,281.0,11.055,3159.0,258.0,12.079,3417.0,645.0,14.747,4062.0,-4062.0,0.0,0.0,
Jeffrey S. Freebairn,0.459,132.0,-132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
exhaust,0.0,156.0,17.0,0.0,173.0,194.0,0.0,367.0,288.0,0.0,655.0,743.0,0.0,1398.0,1605.0,0.0,3003.0,
colsum,100.001,28943.0,0.0,100.0,28943.0,0.0,100.0,28943.0,0.0,99.999,28943.0,0.0,100.0,28943.0,0.0,100.0,28943.0,
